ID	Control	Treatment
11412_at	4.167435007	6.750045918
11413_s_at	4.803780302	4.833684188
11414_s_at	3.050945549	3.01579861
11415_f_at	3.25222604	3.254866854
11416_at	3.768399397	3.596067608
11417_at	3.092814069	2.73112526
11418_at	3.62720361	3.183404533
11419_at	3.06786954	3.186801954
11420_at	4.224222529	3.940883015
11421_at	3.454017022	2.891074779
11422_at	4.300516029	3.635911002
11423_at	3.006481882	2.720602213
11424_g_at	4.831280889	3.87309837
11425_s_at	5.568037577	3.735758499
11426_s_at	5.64354508	3.201199484
11427_at	4.174185395	5.231324135
11428_at	4.76424201	5.105320922
11429_at	3.850854557	4.314081772
11430_at	3.065910045	5.238822896
11431_at	3.698857454	3.861457697
11432_at	6.082291931	5.571167702
11433_at	3.399389303	3.787359015
11434_g_at	4.198699844	4.378914859
11435_s_at	3.464685171	3.904496793
11436_s_at	3.432474961	3.94193646
2100_g_at	5.528286548	5.967931321
2101_s_at	4.304107935	4.27912319
2102_s_at	3.704645005	3.237035856
2103_s_at	4.346249647	4.384964414
2104_s_at	5.381715099	5.620371751
2105_s_at	4.383454164	5.012220535
2106_at	4.12340995	3.485417032
2107_at	3.338440179	3.07191994
2108_at	5.097053667	4.398073483
2109_g_at	4.192689292	3.676127441
2110_s_at	3.083857438	2.915562085
2111_s_at	3.401877029	2.740399702
2112_s_at	2.836692465	2.620663757
2113_s_at	4.575581044	4.232836885
2114_s_at	2.802828496	2.492467348
2115_at	2.793044802	2.553636439
2116_at	3.507926326	3.227567664
2117_at	4.693218755	4.523683484
2118_at	5.447678407	3.812593098
2119_g_at	5.693617034	4.337468213
2120_s_at	3.723242144	3.147476495
2121_s_at	5.698444857	5.082324939
2122_s_at	3.411920654	2.988778356
2123_s_at	4.27479912	3.547679481
2124_s_at	3.556445928	2.979444807
2125_s_at	3.30040695	3.061101012
2126_s_at	3.596520744	3.538934718
2127_s_at	3.185219476	3.247149168
2128_s_at	4.098140568	4.103543946
2129_s_at	4.611163513	5.196525121
2130_at	5.112461978	5.615878575
2131_at	3.00761129	2.809735844
2132_at	3.936743563	4.12123168
2133_at	3.477071811	3.319354226
2134_at	2.99645232	3.125233841
2135_at	3.232168988	3.170738182
2136_at	4.066566035	3.703780926
2137_at	3.87867538	3.142571048
2138_at	3.383263309	3.394932305
2139_g_at	4.355088476	3.948890041
2140_s_at	3.941579244	3.083726838
2141_s_at	5.815258511	4.066589091
2142_at	4.109301443	3.915527373
2143_at	3.185919266	3.055677069
2144_at	3.046189238	3.030446268
2145_at	3.335207938	3.203749526
2146_at	3.917977909	4.04196751
2147_at	5.080408973	5.006233917
2148_at	3.521729255	3.038031563
2149_at	4.307740121	4.263680929
2150_g_at	4.199533592	3.946089126
2151_s_at	3.607611244	3.802476557
2152_s_at	4.543083609	4.386263001
2153_s_at	5.352391573	5.053598457
2154_s_at	3.967352907	3.784606144
2155_s_at	3.70455223	3.522826882
2156_s_at	4.251135684	4.743381008
2157_at	3.874182043	3.336644615
2158_at	4.90720046	4.65547487
2159_at	5.204498813	4.917479202
2160_at	3.858943629	3.59098281
2161_at	3.826490177	3.680812837
2162_g_at	9.243316021	5.85980774
2163_s_at	11.2095539	7.503243501
2164_at	4.153546268	5.652752878
2165_g_at	3.167768877	3.090544862
2166_s_at	3.53913495	3.083711216
2167_s_at	4.269548091	3.48917764
2168_s_at	3.051492221	2.649678071
2169_s_at	4.715359672	4.083252728
2170_s_at	4.338941972	3.634988637
2171_at	4.693580385	4.520520115
2172_at	3.379369419	3.936295887
2173_g_at	4.558104834	5.037224574
2174_s_at	5.002081419	5.685709879
2175_s_at	4.956013962	5.409119498
2176_s_at	6.302354506	6.966121158
2177_s_at	8.613774738	9.282096283
2178_at	5.311434031	5.175439799
2179_at	4.093108822	3.58296822
2180_s_at	3.753977639	3.245024447
2181_s_at	3.651869591	3.427387624
2182_s_at	5.538642797	4.898867138
2183_s_at	6.170505716	4.568798071
2184_s_at	6.831901589	5.576289371
2185_at	3.52937731	3.250994374
2186_at	4.204956569	3.887287228
2187_at	3.561940561	3.312240565
2188_at	3.185808048	2.809090317
2189_at	3.054725428	3.149164241
2190_g_at	5.967573249	5.460956975
2191_s_at	6.54740795	5.747817663
2192_at	4.360061679	3.972340515
2193_at	3.456152442	2.901080199
2194_at	4.044503001	3.339313789
2195_at	5.102361457	4.786509737
2196_s_at	5.188875032	4.376670071
2197_s_at	5.199365259	4.175925947
2198_at	3.754420272	3.35671865
2199_at	3.420989774	3.327002557
2200_at	2.706802161	2.418355133
2201_at	3.683407284	3.399411478
2202_g_at	3.278628162	2.994517229
2203_s_at	4.233745703	4.025246874
2204_s_at	4.388785102	4.451491313
2205_at	5.34881014	8.482327002
2206_g_at	3.44790537	7.74918818
2207_s_at	5.480798082	9.021235018
2208_s_at	4.110321682	7.493536782
2209_s_at	5.566168127	9.194300968
2210_s_at	6.943018738	10.99361351
2211_s_at	7.467874601	10.86439077
2212_at	4.237098669	3.95694386
2213_at	5.137881564	5.281389938
2214_at	4.543718581	4.086313937
2215_g_at	5.239519141	3.429241885
2216_s_at	5.410947282	3.465124921
2217_s_at	4.147272261	2.689620579
2218_s_at	7.628425663	3.960469019
2219_at	4.459113768	3.903795324
2220_at	3.172258564	2.843724131
2221_at	2.887988909	2.696079237
2222_at	3.081194437	2.773804238
2223_at	3.432424989	3.237349538
2224_at	4.215690168	3.387805964
2225_at	3.89104063	3.810291124
2226_at	3.806429932	3.595674525
2227_at	5.131393564	4.00096895
2228_at	3.397855036	2.829956788
2229_at	3.182465317	3.325804618
2230_at	4.362535884	4.687894473
2231_at	3.547174519	3.488445574
2232_at	4.116669787	4.085476224
2233_at	4.101197117	4.703560678
2234_at	2.951675321	2.744755381
2235_at	4.409141831	4.237478881
2236_at	3.578544597	3.069085525
2237_at	2.846104886	2.434773313
2238_at	4.72882991	4.435622276
2239_at	5.424897765	5.395014107
2240_at	3.84662134	4.233309531
2241_s_at	3.950365006	3.661606968
2242_s_at	4.017356124	3.749847572
2243_s_at	3.412169267	3.153266155
2244_s_at	3.48730474	3.589379516
2245_s_at	4.034800725	4.228472802
2246_s_at	4.604684631	5.072187577
2247_at	2.643157879	2.593021782
2248_at	3.379111667	3.342505191
2249_at	3.733154117	3.54395491
2250_at	5.414330442	5.476162349
2251_at	6.203116747	6.070584016
2252_g_at	10.21576879	7.726131781
2253_s_at	10.45451999	7.963536572
2254_at	3.331961474	3.405741722
2255_at	2.828334903	2.89258961
2256_at	2.93578254	3.270793722
2257_at	3.480900201	3.315687022
2258_at	3.09188257	3.193796072
2259_at	5.023533251	6.974032114
2260_g_at	3.346282035	3.782896086
2261_s_at	3.708434678	4.211038042
2262_at	5.590027051	5.79867535
2263_g_at	4.429553318	3.929155419
2264_s_at	4.397278643	3.520449089
2265_s_at	3.339028761	3.060126626
2266_s_at	4.420990146	4.390431959
2267_s_at	5.658141109	5.556165403
2268_at	3.392734753	3.65574366
2269_at	3.054256789	2.840130699
2270_at	3.41781514	3.177872928
2271_at	2.877437821	3.155822654
2272_at	3.69133955	3.51528889
2273_at	2.899310988	2.980640221
2274_at	3.936584979	4.4107204
2275_g_at	5.584166421	5.980207233
2276_at	4.486964137	4.655269429
2277_at	3.131634623	2.940229791
2278_at	3.089091531	2.940581631
2279_g_at	4.801040325	3.951549142
2280_s_at	3.980104605	3.201673038
2281_s_at	5.263687979	3.739788012
2282_s_at	5.645389613	3.946684801
2283_s_at	5.713615645	4.463605179
2284_at	2.940670585	2.692749081
2285_at	4.228936063	3.471336524
2286_at	3.417125638	3.094057353
2287_at	3.682472439	3.458513947
2288_at	3.815943951	3.244186465
2289_at	4.452624802	3.851842942
2290_at	5.291974788	5.542339473
2291_g_at	6.399083674	5.940174065
2294_f_at	6.251440377	6.297833719
2295_at	3.120989107	2.871612994
2296_at	3.251810824	2.925173067
2297_at	3.564931983	2.971976608
2298_at	3.602776757	3.349909707
2299_at	3.303182867	2.730583462
2300_at	5.647398312	5.637368522
2301_at	4.558182397	4.211601434
2302_at	4.090300373	5.76556191
2303_f_at	4.5357465	5.725721469
2306_at	4.165421884	4.604226981
2307_at	3.27920102	3.341672984
2308_at	3.696928711	3.52039421
2309_at	3.215019652	2.93629971
2310_at	3.110158671	2.663430777
2311_at	3.354279299	2.950626063
2312_at	2.981764752	2.761545538
2313_at	4.681695276	4.833850195
2314_at	5.357029168	5.03147267
2315_at	3.609546136	3.156906533
2316_at	3.832834733	4.907755218
2317_at	2.912802105	3.89462437
2319_f_at	3.057675948	3.246791697
2320_at	3.496334307	3.048337852
2321_at	3.455467303	2.968033408
2322_at	3.899671991	4.262186663
2323_g_at	4.08805577	3.568293889
2324_s_at	5.424899752	4.470306735
2325_s_at	3.536311181	3.034353867
2326_s_at	4.114094969	2.963018877
2327_s_at	4.524922383	3.444519632
2328_at	4.510203202	3.854915281
2329_at	3.445182498	3.009265281
2330_g_at	3.679998796	3.035897398
2331_s_at	4.443011238	4.367240134
2332_s_at	6.132244722	5.732177001
2333_s_at	5.510672924	4.318552158
2334_s_at	4.308780652	3.026239214
2335_s_at	6.320592083	4.235297601
2336_at	3.754648815	3.635185109
2337_at	3.845104822	3.226075238
2338_at	3.693165846	3.569104227
2339_at	3.380677027	3.232075961
2340_at	6.206578819	5.235661492
2341_g_at	5.199256752	3.879935863
2342_s_at	5.980226428	5.218962835
2343_at	5.242542083	5.155415637
2344_g_at	4.62149778	4.095738728
2345_s_at	5.277570412	5.17996885
2346_s_at	3.178853265	3.006708855
2347_s_at	2.987450516	2.903561211
2348_s_at	5.135776317	5.057263846
2349_s_at	3.815828368	3.61173399
2350_s_at	4.12948325	4.27670388
2351_s_at	3.555493254	3.201360224
2352_at	3.930995689	3.939563294
2353_at	4.229177948	4.288705136
2354_at	3.243010651	3.065189615
2355_at	2.861759914	2.894552721
2356_at	3.490881586	3.806108898
2357_at	3.063800823	2.980741027
2358_at	3.054862046	2.821519595
2359_at	3.669293649	2.999546541
2360_g_at	3.895465396	3.088906747
2361_s_at	4.371167974	3.630978607
2362_s_at	5.199626842	3.961888771
2363_s_at	5.964319298	4.323282855
2364_s_at	6.067455756	3.068881259
2365_at	4.749856475	4.56214906
2366_s_at	3.477724155	3.17535039
2367_s_at	4.09520088	4.08265425
2368_s_at	2.628257261	2.594065935
2369_s_at	2.877738189	2.797712097
2370_s_at	2.649890643	2.986984745
2371_at	4.166121112	4.267230261
2372_at	5.593662977	6.993053644
2373_at	3.630086356	3.668482452
2374_at	5.736459102	5.434811128
2375_s_at	3.8617687	3.664437175
2376_s_at	4.929138069	4.965407413
2377_at	3.413381771	4.55792001
2378_g_at	5.735473292	6.183948871
2379_s_at	4.669557817	4.905514881
2380_s_at	3.676968621	3.675627436
2381_s_at	4.861377404	4.773787446
2382_s_at	6.998691586	7.468330072
2383_at	3.518694148	3.74547409
2384_at	3.447685108	3.252043521
2385_at	2.737806368	2.658979902
2386_at	3.414425594	3.157810792
2387_at	3.693480762	4.126980389
2388_s_at	2.951989145	3.017740244
2389_s_at	2.864167755	2.596881474
2390_s_at	4.081850141	2.952982187
2391_s_at	3.038646408	3.041234668
2392_s_at	2.974559778	3.009623958
2393_s_at	3.725529423	3.635286975
2394_s_at	4.080324204	4.092732309
2395_at	3.570952217	3.892980019
2396_at	4.12570886	3.362294529
2397_at	3.42744832	3.521387235
2398_g_at	4.935068995	4.814929654
2399_s_at	3.958024735	3.963916274
2400_s_at	4.114235737	3.182598078
2401_s_at	3.860775916	3.756457833
2402_s_at	3.882500525	3.442276233
2403_s_at	4.566085364	3.902470092
2404_s_at	5.49588233	5.612005501
2405_at	3.335554654	3.81752127
2406_at	3.199130225	2.618594675
2407_at	6.131809101	5.462172249
2408_at	4.655464931	4.214907195
2409_at	4.007931383	3.588978231
2410_g_at	4.09480237	4.429066028
2411_s_at	6.965407589	6.827948597
2412_at	4.655501849	4.292625784
2413_at	5.160845632	5.212915038
2414_at	2.926488922	2.951100608
2415_at	3.514790445	3.320244996
2416_at	2.973753164	2.934815117
2417_at	3.307791175	3.022267861
2418_at	3.762020041	3.968435295
2419_g_at	4.609355379	5.770920028
2420_s_at	5.303658905	6.741882902
2421_at	4.369600546	4.349226829
2422_at	3.677491075	3.910714385
2423_at	4.001557821	3.496123093
2424_at	3.284735094	3.278567656
2425_at	3.790280754	5.019371767
2426_at	4.449903235	4.413676411
2427_at	4.096836333	4.145869009
2428_at	3.429536122	2.885604715
2429_at	2.94276009	3.114927801
2430_at	2.785530932	2.796226165
2431_at	3.319491491	3.421276017
2432_at	4.269834586	4.082450429
2433_at	4.838684487	4.631104723
2434_at	5.675483803	5.997024555
2435_at	3.399366972	3.900023827
2436_g_at	8.535428708	7.638746805
2437_s_at	9.34698224	8.406100475
2438_at	3.228930923	2.883662029
2439_g_at	3.751084844	3.213461488
2440_s_at	3.512313168	3.533886951
2441_s_at	3.026452062	2.846567374
2442_s_at	3.253021576	2.933988768
2443_s_at	3.707623394	3.296210171
2444_s_at	3.960341673	3.524765811
2445_s_at	5.001309267	4.228579391
2446_at	3.886348901	3.514703434
2447_g_at	3.451277282	3.293164144
2448_s_at	3.61161038	3.327735256
2449_s_at	4.971034976	4.082246057
2450_s_at	4.720585936	3.637289931
2451_s_at	6.799707092	5.612952313
2452_at	3.646259992	3.582520463
2453_at	3.569195761	3.462589107
2454_at	4.023657083	3.420992465
2455_at	4.244779761	3.92537382
2456_at	3.848059448	3.97016482
2457_at	3.155148072	2.937872656
2458_g_at	4.152572653	4.62641622
2459_at	6.648142622	6.704087035
2460_at	4.839287514	4.774385444
2461_at	3.347954025	2.778460347
2462_g_at	3.422287907	2.928092934
2463_s_at	5.318896007	3.868969155
2464_s_at	4.448963027	3.356710607
2465_s_at	5.680970817	3.616419427
2466_s_at	3.04588569	2.53989102
2467_s_at	5.999504955	4.192943642
2468_s_at	6.551950753	4.13775553
2469_s_at	5.614665034	2.977740731
2470_at	4.905069168	5.270127544
2471_g_at	3.919010351	3.430784449
2472_s_at	4.435668	3.82429993
2473_s_at	4.311976411	3.492772454
2474_s_at	3.155564073	2.988603374
2475_s_at	3.269034963	2.914490406
2476_s_at	3.991215181	3.88211871
2477_s_at	3.745073809	3.827396529
2478_at	3.045858093	3.060225945
2479_at	3.328895931	3.015364731
2480_at	2.892322273	2.891326591
2481_at	2.701215846	2.512828075
2482_at	3.828198392	3.403169433
2483_at	4.75238362	4.053377984
2484_at	2.973876968	2.978872025
2485_at	3.177371296	2.891858686
2486_at	3.218237574	3.182385146
2487_at	5.318759786	4.494588556
2488_at	3.703981796	3.521327296
2489_at	2.5337032	2.53583148
2490_s_at	4.801253822	4.238964277
2491_s_at	3.525204525	3.248442832
2492_f_at	4.046533095	4.417740758
2493_at	4.152673548	7.215236619
2494_at	3.70303342	4.940524076
2495_at	4.89140885	5.545672667
2496_g_at	3.271630896	4.361674542
2497_s_at	3.455355463	4.293385399
2498_s_at	4.958390425	5.865215456
2499_s_at	5.577525639	7.612997121
2500_at	4.143860465	2.849637739
2501_g_at	5.398299766	3.863099868
2502_s_at	5.292978172	4.36528661
2503_s_at	3.221370424	2.931933821
2504_s_at	4.50686107	5.015050127
2505_s_at	5.123865875	5.156820116
2506_s_at	4.526355252	5.202079276
2507_s_at	2.932413616	3.698024162
2508_s_at	5.802132385	6.904977527
2509_at	6.380770025	5.74503739
2510_at	4.512943159	3.769577567
2511_g_at	2.912643325	2.948815374
2512_s_at	3.84095995	3.284617075
2513_s_at	3.557029167	3.514278878
2514_s_at	4.219089791	3.879694762
2515_s_at	4.430861327	4.778154093
2516_at	3.273622643	3.222422676
2517_at	3.018551578	2.547537709
2518_at	3.901953648	4.101389269
2519_at	3.998542563	4.470326541
2520_at	3.905150848	3.874609769
2521_f_at	2.889706299	4.060060862
2522_at	2.780287464	3.162618861
2523_at	3.475065054	3.217920898
2524_at	3.309498618	3.090860483
2525_at	4.885589926	4.594291967
2526_at	3.687034031	3.664831488
2527_at	3.114727178	3.396450945
2528_at	3.907619857	3.913992722
2529_at	2.86699057	2.880212432
2530_at	3.212555516	3.358461201
2531_at	3.156503956	3.205003429
2532_g_at	2.977208691	2.757225659
2533_s_at	3.348073332	3.423165967
2534_s_at	3.788056978	3.703514343
2535_s_at	5.268040393	5.567315323
2536_s_at	4.185360412	4.30555939
2537_s_at	6.19030483	6.309148281
2538_s_at	6.020557335	6.681612909
2539_at	4.085276137	4.213160673
2540_at	4.384209915	4.327013386
2541_at	2.680333232	2.723758542
2542_at	2.893429989	2.731297556
2543_at	5.548892182	5.670465199
2544_at	3.348574249	3.452231067
2545_at	4.107345459	4.353066094
2546_at	3.384694872	4.044091905
2547_at	2.832165585	2.886949901
2548_at	4.381287547	3.582447866
2549_at	3.226593877	2.97853405
2550_at	3.027742102	3.142712552
2551_at	3.161093556	2.99124267
2552_at	2.998207685	3.117890232
2553_at	3.765144014	3.554696495
2554_at	3.238436345	3.317972442
2555_at	3.502993159	3.325034055
2556_at	3.517054127	3.240272901
2557_at	3.523036092	3.328120623
2558_at	5.306332767	5.036316981
2559_at	6.117872461	6.771275537
2560_at	7.131363665	6.823377026
2561_at	5.3812209	6.009312081
2562_g_at	3.19037422	4.92780914
2563_s_at	4.392641177	4.639765746
2564_s_at	5.190316497	6.230720376
2565_s_at	3.245462882	4.408851111
2566_s_at	4.994287048	7.81005088
2567_at	4.209222719	3.565558855
2568_at	4.597159343	4.264703016
2569_at	3.972742229	3.67466633
2570_at	4.644453606	3.258511674
2571_s_at	5.506500152	3.89387081
2572_s_at	4.325167869	2.61544485
2573_at	3.099034862	2.707185947
2574_at	5.238694543	5.937426294
2575_s_at	4.518129367	4.508208186
2576_s_at	4.03602308	3.697230915
2577_s_at	4.337508647	4.134597119
2578_s_at	6.273953395	6.399540329
2579_at	4.426339143	3.888457174
2580_at	3.556561622	3.200648574
2581_at	3.084076295	2.866724882
2582_at	7.3465359	5.812394493
2583_g_at	4.656228058	4.164793284
2584_s_at	3.79473096	2.924399219
2585_s_at	3.2779493	2.677397791
2586_s_at	5.178998634	4.431336113
2587_at	3.729820388	3.462258401
2588_at	3.691452364	3.177829796
2589_g_at	5.524630242	4.136388314
2590_s_at	6.001647104	4.921745917
2591_s_at	4.021258196	3.178049286
2592_s_at	7.176061214	4.171746976
2593_s_at	8.328959987	4.551930312
2594_at	3.48468366	3.027937314
2595_at	5.158791818	5.130868099
2596_at	3.753371203	3.422874775
2597_at	3.873429159	3.921061174
2598_g_at	3.745264388	3.14976727
2599_s_at	6.824600359	6.675648135
2600_s_at	6.179647255	6.536172172
2601_at	4.435890364	4.439270191
2602_g_at	5.176353579	5.461325634
2603_s_at	3.350079344	4.31705144
2604_s_at	4.012654382	4.560426705
2605_s_at	4.426514324	6.444660515
2606_s_at	7.13149304	9.075775948
2607_s_at	8.555320269	11.22320523
2608_at	4.380193744	3.69451488
2609_at	4.277149346	3.68038432
2610_at	3.626888341	3.648716923
2611_at	6.585467021	5.25462984
2612_g_at	3.496894509	3.105636155
2613_s_at	3.302881305	3.168968521
2614_s_at	3.258083613	2.746421503
2615_s_at	4.899913545	4.201441187
2616_at	3.147186788	2.704902254
2617_at	4.422349499	3.866034222
2618_s_at	3.486948099	4.094011188
2619_s_at	3.168817686	3.945251543
2620_s_at	3.321747143	4.899296984
2621_s_at	4.385824937	4.848165141
2622_s_at	4.481542402	5.288630492
2623_s_at	3.892296957	5.685182265
2624_s_at	5.294363597	6.967814352
2625_at	4.547615892	4.806214723
2626_at	5.651461388	5.370541917
2627_at	4.543145203	6.551311713
2628_s_at	4.319526335	6.734013957
2629_s_at	4.399550753	5.698848282
2630_s_at	4.093277131	6.338215229
2631_s_at	5.702112838	8.037379537
2632_at	4.351231447	4.165182569
2633_at	3.470718951	3.074692616
2634_at	3.200856646	3.095401991
2635_at	3.381757316	3.117615671
2636_at	4.901459269	5.536095493
2637_g_at	6.507815872	5.447264842
2638_s_at	7.783583589	7.126709134
2639_at	4.110888363	4.466212447
2640_at	4.660963146	5.378962035
2641_g_at	4.419489719	7.462037473
2642_s_at	4.723445591	7.139381304
2643_s_at	5.973389327	8.752843629
2644_s_at	6.526049163	8.626755949
2645_s_at	8.754917004	10.25503076
2646_at	3.61295583	3.414615059
2647_at	3.713448055	3.611619083
2648_at	3.328272554	3.114617331
2649_at	3.470933009	3.739893865
2650_g_at	3.465453584	3.548267222
2651_s_at	5.509987343	5.109180994
2652_s_at	6.679337709	7.425933794
2653_at	3.516808475	3.68217746
2654_at	3.840786112	2.994480453
2655_at	2.888156987	2.794592396
2656_at	4.648350637	4.621540378
2657_at	3.877212384	3.830192505
2658_at	3.546117765	6.723594251
2659_g_at	3.95947463	4.86010841
2660_s_at	3.910694797	3.743201262
2661_s_at	3.374983041	3.139879712
2662_s_at	5.519722437	5.757460255
2663_s_at	4.926736807	5.104804404
2664_at	2.959045811	2.742899313
2665_at	4.237365761	4.936716771
2666_s_at	4.873629684	4.965744848
2667_s_at	5.219626619	5.287156365
2668_s_at	5.223996929	5.160703853
2669_at	5.501125802	5.670429998
2670_at	3.027012527	3.410587208
2671_at	2.813856841	2.499655442
2672_at	3.665254063	3.695406705
2673_at	2.714479191	3.057405552
2674_at	3.277069694	2.97218826
2675_at	5.401389852	6.472812777
2676_at	3.563992033	3.203093685
2677_at	4.149215749	3.685180184
2678_at	3.690975715	3.670610166
2679_at	3.426525488	2.98592684
2680_at	3.51638203	3.466436582
2681_g_at	5.386785941	5.430458713
2682_s_at	4.376322261	4.861815941
2683_at	3.873796156	3.419136875
2684_at	3.86169175	3.913677572
2685_at	4.178803562	4.088778583
2686_at	4.10863959	4.238245443
2687_g_at	3.024499282	2.893285962
2688_s_at	4.869471335	4.440036006
2689_s_at	4.609400031	4.38379933
2690_s_at	4.751473139	4.890653485
2691_s_at	4.263774137	4.329748174
2692_at	3.267755309	2.989782139
2693_at	2.875100876	3.006913535
2694_at	5.02570155	4.635190414
2695_at	3.140164268	2.636590121
2696_at	3.449210685	3.180795791
2697_g_at	4.330726264	4.25976864
2698_s_at	3.649765311	3.3025654
2699_at	3.233411042	3.766771605
2700_at	2.949000178	3.15392167
2701_g_at	4.842791296	7.209317872
2702_s_at	3.72314333	4.663716683
2703_g_at	4.473980221	4.578035006
2704_s_at	4.08504854	4.537143502
2705_s_at	3.333888763	3.430983405
2706_s_at	4.070140646	5.61577801
2707_s_at	4.512828934	5.102136368
2708_s_at	4.703212677	5.206947472
2709_s_at	4.156081574	3.293478196
2710_s_at	4.116676521	4.226198146
2711_s_at	5.544711626	5.186588404
2712_s_at	3.874985192	3.272030368
2713_s_at	5.336019079	5.070328116
2714_s_at	6.764789565	7.16574838
2715_at	3.057922643	2.840825947
2716_at	5.026675865	4.78726469
2717_at	4.246684807	3.831287605
2718_at	3.116121738	2.859633135
2719_at	4.276831521	3.810416037
2720_at	3.612027829	3.225375692
2721_at	3.643586238	3.902133684
2722_g_at	2.933419277	3.011270218
2723_s_at	3.380880714	3.850727166
2724_s_at	4.542005028	4.71046337
2725_s_at	4.187832858	4.203227873
2726_s_at	4.456506865	4.546519586
2727_s_at	5.123921529	5.052792524
2728_s_at	3.803435007	3.801143696
2729_at	4.67180386	4.091529063
2730_at	3.08194314	2.639335105
2731_at	3.753687152	3.61614283
2732_at	3.04269545	2.783233962
2733_g_at	4.840432297	3.514019178
2734_s_at	5.464463655	3.667961641
2735_s_at	5.442227443	3.020629098
2736_at	3.698252409	3.762505484
2737_at	3.821790526	3.757023285
2738_at	3.768047299	3.639003534
2739_g_at	3.563134528	3.22519264
2740_s_at	2.955342929	2.969579032
2741_s_at	2.675545947	2.595447704
2742_s_at	3.359508179	2.637214072
2743_at	4.072733568	4.253605995
2744_at	2.928343833	3.062080813
2745_g_at	3.231717215	3.254625743
2748_at	3.066326798	3.857454994
2749_s_at	5.817246738	4.352469329
2750_at	5.132334353	4.979190051
2751_at	3.637468774	3.371179902
2752_at	3.156501943	2.929729024
2753_at	3.376650085	3.220386483
2754_at	3.175798054	2.553009359
2755_at	3.24001303	2.966357769
2756_at	5.913779654	5.734879084
2757_g_at	6.358692949	6.989456163
2758_s_at	6.887463	7.909659804
2759_at	4.557203009	3.993445321
2760_at	3.850196608	3.882774987
2761_at	3.545544024	3.793544679
2762_at	2.936359793	2.623954155
2763_s_at	3.148080637	3.015324185
2764_s_at	3.771669599	3.709554589
2765_s_at	4.010459662	3.486589702
2766_s_at	4.665406559	4.295732359
2767_at	4.139471964	3.945836432
2768_at	3.467139829	3.235180847
2769_at	3.771611183	3.580966594
2770_at	3.394068096	3.003038871
2771_at	3.780698533	3.38006378
2772_at	6.824119947	5.329342343
2773_at	4.294945353	4.43271864
2774_at	3.235709652	3.345138719
2775_at	3.798314115	4.098811323
2776_at	5.466395321	5.672748269
2777_at	3.016903543	3.00375088
2778_g_at	4.266052929	3.908701739
2779_s_at	5.869599334	5.619899845
2780_at	4.237710961	4.218868455
2781_at	3.643294208	3.149004419
2782_at	4.472599309	3.920107789
2783_g_at	3.695005026	3.410314138
2784_s_at	4.600533068	4.115650637
2785_s_at	4.686851475	3.89094776
2786_s_at	8.121688802	6.960984192
2787_at	3.72061846	2.935509681
2788_at	4.272893187	3.948295683
2789_s_at	5.033013031	4.667967781
2790_s_at	3.415624232	3.087364483
2791_s_at	3.067952769	3.023064521
2792_s_at	3.319636044	3.028121458
2793_s_at	3.10530646	3.175195108
2794_s_at	3.298763435	3.432086729
2795_s_at	4.969889954	4.333285398
2796_f_at	5.398377959	5.791497789
2797_at	3.94698275	3.642293089
2798_g_at	3.316859959	4.206525815
2799_at	2.627461584	2.630432468
2800_at	3.906058792	3.98406004
2801_at	2.926668954	2.652850934
2802_at	3.49402872	3.171575665
2803_at	4.387307612	4.144878071
2804_at	5.104112665	5.455030262
2805_g_at	5.264816969	4.985231822
2806_s_at	6.533817299	6.023380295
2807_at	3.892248547	3.690292294
2808_at	5.073059258	4.761467589
2809_at	3.341224595	3.068127638
2810_at	3.421189704	3.089603337
2811_at	3.501509447	3.498128832
2812_at	3.063975079	2.873602273
2813_at	3.235907307	2.965224083
2814_at	3.360697343	3.026123171
2815_at	4.449976934	3.889976113
2816_at	7.691296478	7.764288067
2817_at	7.941231792	8.720812292
2818_at	2.867928713	2.708229436
2819_s_at	3.065411675	3.412281488
2821_at	3.623888776	3.684659404
2822_at	4.60663783	4.149369063
2823_at	4.996048975	4.326781632
2824_at	4.57740374	3.701473258
2825_at	4.487423712	3.512918004
2826_at	5.158048842	5.33208864
2827_g_at	6.852663094	8.018863518
2828_at	3.044736901	3.171676498
2829_f_at	4.192604183	5.479730922
2832_s_at	5.554416712	3.914036043
2833_s_at	5.007650651	4.109600419
2834_at	4.371294305	4.083124941
2835_at	3.463781829	3.191087304
2836_g_at	7.787841595	7.188977012
2837_s_at	7.177881135	6.302331245
2838_s_at	5.531431777	4.340670732
2839_s_at	7.551749241	6.201091251
2840_s_at	9.485825213	8.387339057
2841_s_at	10.16838969	8.975210768
2842_at	4.162469415	3.550400319
2843_at	3.08006734	2.752870931
2844_at	3.743109377	2.985549544
2845_g_at	3.714832437	3.001138848
2846_s_at	4.380301278	3.875248188
2847_s_at	5.331391735	3.680287497
2848_s_at	6.919416315	5.753274831
2849_at	3.350197118	3.137225943
2850_g_at	4.075124115	4.232761996
2851_s_at	3.909447042	3.756246104
2852_s_at	4.143483392	4.227526597
2853_s_at	3.902960264	3.677503591
2854_s_at	3.433305272	3.432811554
2855_s_at	4.060486597	4.888096844
2856_at	5.262684938	6.053669746
2857_at	7.134292006	6.662751922
2858_at	5.253536747	5.80877076
2859_at	3.230586492	2.932514226
2860_g_at	3.834313826	3.695970128
2861_s_at	3.815991653	3.474658086
2862_s_at	4.379791185	4.351181631
2863_s_at	3.357245359	3.056108606
2864_at	6.427811858	5.35675642
