ID	Control	Treatment
7449_at	6.647635082	8.745039961
7450_at	9.632762163	8.46823777
7451_at	5.888772881	4.809298081
7452_at	6.601920015	4.992026928
7453_at	5.278990799	6.011506487
7454_s_at	12.55475431	11.0760451
7455_at	4.860970156	5.406769061
7456_at	6.498032038	6.305615353
7457_at	7.323768688	6.909277385
7458_i_at	3.980941739	3.841000337
7459_s_at	8.173498025	7.189210046
7460_at	8.732920479	7.274500948
7461_at	9.047405696	7.589630003
7462_at	3.163991755	3.524027688
7463_at	6.504966337	5.45333743
7464_at	8.963922836	11.40431685
7465_at	5.594724321	5.866866665
7466_at	4.959444527	3.522410288
7467_at	4.238161675	3.690974632
7468_at	2.93153379	2.722196079
7469_at	3.491591645	5.160877953
7470_at	9.807581409	9.922405744
7471_at	3.100808996	3.044711436
7472_at	6.124169045	7.859748348
7473_at	7.868376979	5.468041124
7474_at	9.046305425	8.42119855
7475_at	9.907329088	10.28786061
7476_at	7.587985583	10.5550083
7477_at	8.380455686	12.19533155
7478_s_at	5.049878816	5.687155002
7479_at	8.469246577	6.683480082
7480_at	3.781154897	7.846019798
7481_at	6.317253941	7.147207445
7482_at	6.518816234	5.746375209
7483_at	6.974614663	6.322197315
7484_at	8.769506438	8.825263379
7485_at	6.685401688	8.318782162
7486_at	4.577008944	4.668476778
7487_at	9.053731918	10.16877523
7488_at	5.623706177	6.152635373
7489_at	5.29732508	6.03063496
7490_at	3.584601878	4.060654553
7491_at	5.511067011	7.978557168
7492_at	4.506645435	4.403570278
7493_at	9.48383499	9.189000318
7494_at	5.307098892	6.875070749
7495_at	3.264324962	3.083369248
7496_at	4.529391815	5.844115491
7497_at	2.609781274	2.675699697
7498_at	5.008077433	5.074274854
7499_at	5.843753174	6.07548054
7500_at	5.176168848	4.583331592
7501_at	3.095127532	3.069755512
7502_at	5.43626978	5.558705182
7503_i_at	7.071160838	6.066755134
7504_r_at	4.646578547	3.592909659
7505_at	4.061483829	4.443130027
7506_at	7.5324679	8.566040257
7507_at	5.664896848	5.50871155
7508_at	4.92998823	4.702327433
7509_at	5.76368821	5.847111539
7510_at	5.586638131	5.966991082
7511_at	4.80533923	5.141323253
7512_at	4.76372686	5.918069674
7513_f_at	6.18830903	4.300593792
7514_at	3.970000974	4.127055754
7515_f_at	3.305303498	2.617919821
7516_at	5.313718321	5.771183143
7517_at	5.52047855	5.258372616
7518_at	4.411356864	3.564593097
7519_at	5.569476528	5.224688886
7520_at	10.04124008	8.174956661
7521_at	9.089712242	9.434365383
7522_at	4.900921994	4.261143279
7523_at	4.025322138	3.910002509
7524_at	8.735809704	6.885197104
7525_at	5.101829587	5.771556136
7526_i_at	5.203675016	4.754850274
7527_r_at	3.240108929	3.162924507
7528_f_at	4.3614687	3.883979497
7529_at	3.384178371	3.244376805
7530_s_at	6.984234797	6.572237444
7531_at	8.803478583	8.638656529
7532_at	6.164506331	7.02936839
7533_at	10.73626679	11.74912552
7534_i_at	3.34650342	3.403901013
7535_f_at	2.689820495	2.920720009
7536_at	3.69757542	3.955990482
7537_at	5.593519943	6.922899554
7538_at	5.71535308	3.861686379
7539_at	10.33881092	6.248672219
7540_at	6.891213478	4.721470287
7541_at	4.76185575	3.703774441
7542_at	7.69178093	5.548767696
7543_at	6.596535968	8.32011024
7544_at	5.242515712	5.358687967
7545_at	5.564137574	6.880553218
7546_at	4.452212677	5.171366897
7547_at	3.251281007	3.453945529
7548_at	4.849978636	5.199397225
7549_g_at	9.283278592	10.45919157
7550_at	3.290118111	3.395734873
7551_at	7.851248129	7.689364791
7552_at	8.568106073	6.904677169
7553_at	4.174613875	4.072013743
7554_at	3.265371692	2.856076999
7555_s_at	5.272501806	6.777135536
7556_at	7.376746101	9.602183844
7557_at	9.591605703	10.88282387
7558_at	3.629876765	4.082104697
7559_at	3.048950628	2.885879991
7560_at	5.197637235	7.074563464
7561_at	9.847765411	6.707270406
7562_at	3.975945507	4.23191959
7563_at	10.78211235	10.58525958
7564_at	8.483221349	8.702314772
7565_at	5.780654666	8.365258874
7566_at	3.614081817	3.356023124
7567_at	8.695500662	7.873218689
7568_at	3.43503304	3.309797864
7569_at	4.727513624	4.003505555
7570_at	5.219601103	4.805705968
7571_at	8.333474589	7.610723006
7572_at	5.863761168	4.831638688
7573_at	6.946907831	5.608946098
7574_at	8.144403093	7.079585229
7575_at	4.006111277	3.887643971
7576_at	7.125573928	5.257769077
7577_at	3.787422775	3.142046252
7578_at	5.889229016	4.750426902
7579_at	6.711872099	6.502853157
7580_at	9.278643401	8.391218211
7581_at	8.93198714	6.272293647
7582_at	6.472470526	9.209524616
7583_at	5.831732562	8.181089304
7584_at	6.279867708	6.300557142
7585_at	6.141363721	5.342840805
7586_at	9.314096463	6.669367555
7587_at	9.522197381	6.029714543
7588_at	10.69267184	9.106846308
7589_at	5.464387293	7.548921056
7590_at	6.118559451	7.08868766
7591_at	6.989344861	7.417846484
7592_at	10.4391076	10.38838179
7593_at	4.903489517	6.024000389
7594_at	6.767327726	9.327144406
7595_at	6.329686189	8.838377385
7596_at	5.145163454	5.119938882
7597_at	8.416288969	11.44930398
7598_at	3.901801398	6.293936284
7599_i_at	2.863961723	4.982357582
7600_s_at	10.21583148	12.37346965
7601_at	4.955813958	6.214894444
7602_at	5.746162156	7.607955292
7603_at	9.492378284	9.720146429
7604_at	4.963786893	9.312805604
7605_at	8.287620918	6.851088471
7606_at	6.595054011	5.063417491
7607_at	5.030238756	7.353908675
7608_at	5.522090732	5.33123218
7609_at	6.782072277	5.198164704
7610_at	6.746795683	6.084407988
7611_at	9.910584529	7.855156175
7612_at	6.178263951	6.281485283
7613_at	6.671517288	8.986492973
7614_at	6.416072103	5.670111883
7615_at	7.422266706	6.336255062
7616_at	5.840172201	5.516294065
7617_at	6.465135841	5.23057019
7618_f_at	11.81629973	9.099391186
7619_s_at	13.08321436	11.72985607
7620_at	8.345284838	6.277655991
7621_at	8.938568136	9.017130517
7622_at	6.633784927	6.673890012
7623_at	6.486799698	6.080033018
7624_at	4.236079809	4.009053273
7625_at	8.988376463	5.9733079
7626_at	8.120762001	10.39096232
7627_at	6.097350541	5.262553951
7628_at	7.199690627	6.304318775
7629_at	4.326930958	4.311839114
7630_at	7.537658221	7.922858235
7631_at	6.066687685	6.219640316
7632_i_at	11.91384299	10.10499103
7633_s_at	12.18454819	9.516558998
7634_at	9.808364221	10.40940762
7635_at	5.034751734	4.839525764
7636_at	5.505117297	5.428283368
7637_at	6.22914936	6.551280375
7638_at	6.23032225	5.624132282
7639_at	8.330343156	8.269743877
7640_at	6.662850996	6.248787736
7641_at	9.01909376	5.289935224
7642_at	4.670001548	4.131927089
7643_at	4.150420038	3.474306628
7644_at	7.467517279	4.31328312
7645_at	10.82591761	10.70874855
7646_at	9.941586187	9.563787323
7647_at	8.115097659	8.783561679
7648_at	4.6446508	4.227751432
7649_at	3.58119685	5.591431723
7650_at	5.810546694	4.366749203
7651_at	3.510147426	3.764757748
7652_at	6.919876944	6.856782367
7653_s_at	7.577461111	4.798877886
7654_at	8.0862196	4.819067531
7655_at	8.229118808	6.527898354
7656_s_at	12.67654172	12.44537732
7657_at	4.680553631	7.469430845
7658_at	6.860554135	6.123645328
7659_at	5.43296695	5.441296093
7660_at	6.678796291	5.925904021
7661_at	7.69389722	6.872414326
7662_at	9.457051834	8.607514507
7663_at	4.146077345	4.023477994
7664_at	9.165690246	8.368347304
7665_at	3.232105881	2.853494388
7666_at	7.519093435	6.785882231
7667_at	4.255459033	3.995402842
7668_at	3.746098603	3.506995543
7669_at	6.888534024	5.200705407
7670_at	8.799703127	8.098602858
7671_at	4.727626736	5.796524544
7672_at	4.098849543	4.188877186
7673_at	6.991847896	8.09748622
7674_at	9.070907063	10.02837218
7675_at	4.215640192	4.231000164
7676_at	6.440713953	4.978146038
7677_at	7.335141645	6.82453558
7678_at	8.342066581	7.380772413
7679_at	3.292616168	3.76441372
7680_at	9.345763401	6.039179536
7681_at	5.647588545	8.011402462
7682_at	10.96027175	9.285263774
7683_at	8.995504848	8.09562637
7684_at	4.934037543	5.107161715
7685_at	6.432930936	7.219443064
7686_at	4.201103346	6.067645156
7687_at	5.986512496	7.361508223
7688_at	5.204406615	4.019896369
7689_at	8.78759438	5.650101187
7690_at	6.631927164	4.365121117
7691_at	7.184466427	3.847277547
7692_at	7.51241865	6.558042596
7693_at	7.218998253	3.772085574
7694_at	10.61309485	8.929213562
7695_at	8.741479059	9.264935055
7696_at	3.933865006	3.583802151
7697_i_at	8.321758325	6.783700177
7698_at	11.58018034	12.20362985
7699_at	9.529343539	11.0191585
7700_at	7.532434033	7.788953205
7701_at	4.150857522	6.983856756
7702_g_at	6.151250596	7.807892848
7703_at	4.181924868	5.736193273
7704_at	7.23217869	8.376217579
7705_at	8.865552798	6.189824584
7706_at	6.310864393	6.986786333
7707_i_at	11.71167055	9.807169249
7708_f_at	12.91999995	11.44423009
7709_at	6.069859458	5.984201884
7710_at	3.659693304	3.130404239
7711_at	5.238451228	4.45364674
7712_at	3.586960526	3.775279324
7713_at	7.770553415	5.785416367
7714_at	5.83570662	6.561108742
7715_at	4.618369833	5.490654963
7716_at	8.256823506	7.247081447
7717_at	7.770057948	8.029337162
7718_g_at	8.897953815	8.996231851
7719_at	4.890638088	4.935413913
7720_at	3.051847197	3.116196861
7721_at	3.081523984	2.861049244
7722_at	5.951623083	5.809885367
7723_at	11.14130514	9.081225732
7724_at	7.418056433	5.542400007
7725_at	7.536531384	5.631295415
7726_at	6.650260211	5.692028185
7727_at	7.345925922	5.41861127
7728_at	6.125846143	6.51571655
7729_at	4.061011338	3.985896996
7730_at	9.507717925	9.780221378
7731_at	7.099710429	7.544942505
7732_at	6.553280049	6.416964319
7733_at	4.917119695	6.739546492
7734_at	3.559338338	3.595233471
7735_at	8.251710675	10.49628603
7736_at	9.576328003	11.82838843
7737_at	7.784567502	7.653845462
7738_at	5.33175398	8.736926985
7739_at	5.94216104	5.466876831
7740_at	6.681617389	7.416127225
7741_at	9.986985267	7.474680528
7742_at	6.600556739	5.359829028
7743_at	8.895425698	7.905890063
7744_at	7.722930045	7.694290078
7745_at	5.74507478	5.227469646
7746_at	3.064224382	3.072026199
7747_at	6.780445383	7.893978858
7748_at	4.755674263	4.90740522
7749_at	7.68056286	6.854620842
7750_at	3.49694122	3.919599184
7751_at	6.618476503	5.538648884
7752_at	5.763115475	4.21602752
7753_at	3.627260357	4.700638522
7754_at	4.622477308	4.719714266
7755_at	4.931019266	5.038293508
7756_at	9.114011889	8.761951891
7757_at	6.234698296	6.92319402
7758_at	4.849025146	6.498606625
7759_at	4.586158296	5.301088614
7760_at	6.842009486	7.0431637
7761_at	8.570383333	5.835848025
7762_at	10.03608887	6.950374102
7763_at	7.155723766	6.874551587
7764_at	6.289133977	6.089710851
7765_at	7.326518275	7.173637437
7766_at	9.054549336	8.738690261
7767_at	8.396642226	8.718871931
7768_at	7.391656537	5.959938916
7769_at	6.393855508	6.308083991
7770_at	9.478584425	11.94151925
7771_at	4.91474341	6.251150875
7772_at	7.519899676	10.00398136
7773_at	3.128468258	3.107006163
7774_at	7.118555082	7.424834776
7775_at	7.725033047	7.446432865
7776_at	4.636091604	4.363367336
7777_at	3.310541527	4.292407414
7778_at	6.821729318	8.443793603
7779_at	8.818102152	7.217523722
7780_at	3.484384534	3.827652256
7781_at	4.284999907	7.34285695
7782_at	5.196392161	8.04499603
7783_at	5.605587279	6.781602414
7784_at	6.455533453	7.454627753
7785_at	10.71499519	10.25559697
7786_at	10.28083304	5.30178874
7787_at	5.907831111	4.818503698
7788_at	6.12824394	7.33792678
7789_at	5.150961036	7.551297419
7790_at	7.919993005	9.501578102
7791_at	8.60917335	9.33451996
7792_at	7.028838172	8.119602872
7793_at	8.54483344	7.125312019
7794_at	5.81936889	5.745489689
7795_at	7.276384756	8.611782569
7796_at	8.804567767	6.404228257
7797_at	8.650361739	6.12261107
7798_at	6.732518728	5.645798488
7799_at	5.409562798	4.651750477
7800_at	8.63171951	5.274638762
7801_at	6.034478555	6.102282682
7802_at	6.843540977	6.598908478
7803_at	5.744687485	5.437797458
7804_at	6.969697901	7.024641432
7805_at	6.258197732	4.796899958
7806_at	11.33481063	9.232735739
7807_at	7.114861283	5.949166307
7808_at	3.963154571	3.106514674
7809_at	6.050499161	6.090964353
7810_at	3.385742149	3.640860169
7811_at	13.55686806	10.82068973
7812_at	8.11743219	8.10194379
7813_at	5.002049652	4.182691362
7814_at	6.64110277	5.30633628
7815_at	5.051204123	3.64953991
7816_at	3.509553513	3.679594485
7817_at	3.991343391	4.249630773
7818_at	7.246852141	6.52351172
7819_at	5.931933051	6.157703558
7820_at	5.336242661	4.921826727
7821_at	5.771630272	5.07651851
7822_at	6.256306076	7.263949181
7823_at	5.323290691	5.301751413
7824_at	5.028254078	4.148235108
7825_at	6.080437534	5.119101776
7826_at	7.857609823	6.687916925
7827_at	4.648547294	5.308404007
7828_at	9.843256699	9.623133917
7829_at	4.703865526	4.426412901
7830_at	7.254625344	6.667339474
7831_at	9.316266951	9.767643363
7832_at	8.254904296	10.22739437
7833_at	5.656484863	8.051709337
7834_at	8.592563792	6.929917416
7835_at	5.747689399	5.932526139
7836_at	5.953238961	4.82394423
7837_at	8.808087319	8.046424358
7838_at	6.193052534	5.711472317
7839_at	6.109412956	5.949625061
7840_at	6.242106937	10.33718302
7841_at	10.16079897	8.960456107
7842_at	10.48900346	7.232341255
7843_at	10.10115781	8.895285578
7844_at	9.331143604	8.22731644
7845_s_at	11.47475814	8.815425622
7846_at	7.673028516	9.579172643
7847_at	8.133599037	9.899476288
7848_at	7.511486244	10.85575433
7849_at	8.653891613	5.950591323
7850_at	6.309671979	7.907340747
7851_at	6.354715372	5.707957416
7852_at	6.030408991	4.204852054
7853_at	5.731996436	4.638045526
7854_i_at	9.60056176	7.508424816
7855_f_at	10.43479925	8.456389358
7856_at	4.532110488	3.826798399
7857_at	3.54808024	4.156574162
7858_at	6.563607099	6.548269919
7859_at	2.986532913	3.127719763
7860_at	5.543646373	6.065624973
7861_at	4.910563859	6.22206826
7862_at	5.9897419	5.511917006
7863_at	9.200780509	8.719305357
7864_at	3.610708152	3.345304457
7865_at	7.287183248	7.436877095
7866_at	5.493322574	5.482818226
7867_at	3.951593005	3.135613146
7868_at	8.19560822	6.807795656
7869_at	9.533605844	9.252549886
7870_at	6.322092247	6.745335674
7871_at	4.053194332	4.178547486
7872_at	7.229843641	4.588571459
7873_at	6.785295843	5.133412257
7874_at	11.29925586	11.08845204
7875_at	8.25669008	6.559291847
7876_at	6.031984598	5.686781451
7877_at	6.510845038	6.434733312
7878_at	4.471670014	4.269655859
7879_at	7.639098169	5.093871
7880_at	7.925556256	6.670957384
7881_at	8.851941456	6.35340707
7882_f_at	12.23297063	10.16233626
7883_at	6.273958245	5.407048061
7884_at	5.131497026	4.784860495
7885_at	6.957414888	7.89743406
7886_at	6.302792915	4.586917737
7887_at	7.133885147	6.841259957
7888_at	6.674363785	7.498446724
7889_at	4.59997355	6.940553938
7890_at	9.872886712	11.18602968
7891_at	6.110442112	7.194211218
7892_at	7.056041675	6.718021582
7893_at	7.152147672	7.03576975
7894_at	12.45049502	10.14656797
7895_at	3.384000304	3.599150001
7896_at	8.44315533	6.258270804
7897_at	7.294866224	6.092558421
7898_at	6.52640553	6.761292999
7899_at	8.40503239	6.319984285
7900_at	5.415813907	5.850206779
7901_at	4.189047818	4.98958736
7902_at	4.348138386	5.100500488
7903_at	4.950975278	5.851772354
7904_at	3.197703368	3.428534751
7905_at	3.665402488	5.193773101
7906_at	6.276868024	6.80203783
7907_at	4.687701072	6.112437608
7908_at	5.077766495	4.548655947
7909_at	4.483276654	4.502079125
7910_at	8.770829994	5.785564342
7911_at	8.43906777	8.052872783
7912_at	5.421394943	7.093414128
7913_at	6.390908441	4.195164179
7914_at	10.26939381	9.924378313
7915_at	5.644033873	6.849139586
7916_at	10.09371744	11.68200321
7917_at	5.959649823	6.742927086
7918_at	4.620170606	6.546947474
7919_at	7.61583434	6.85494622
7920_at	5.62938278	5.887440728
7921_at	7.988861274	8.275805705
7922_at	7.187400049	5.056284511
7923_at	4.010759954	4.399488834
7924_at	6.274295493	6.305358679
7925_at	5.347578295	5.749092759
7926_at	7.056808523	5.903629423
7927_at	6.022231961	6.477554925
7928_at	5.440316802	7.098559437
7929_at	4.071754298	4.203582303
7930_at	5.650010464	5.675632038
7931_at	9.607632169	9.170124377
7932_at	8.363395256	5.506061734
7933_at	5.700598796	5.036502879
7934_at	6.288513603	6.637583826
7935_at	6.770684636	6.854217639
7936_at	8.914155061	9.974966774
7937_at	9.487614569	7.449317893
7938_at	7.789280625	8.061420567
7939_at	7.807175812	6.778574726
7940_at	7.679228345	5.992576281
7941_at	4.516671101	4.016782237
7942_at	8.402637652	6.573756079
7943_at	7.349269936	7.908843848
7944_at	8.726299508	8.738966972
7945_at	8.070626717	9.917373114
7946_at	9.454710255	7.538844641
7947_at	9.784730861	3.795291184
7948_at	7.475589267	5.069618797
7949_at	4.551474877	3.75087007
7950_at	5.910032079	5.228512952
7951_at	9.11743618	8.832678033
7952_at	8.344959901	9.432643396
7953_at	6.034598593	4.929509948
7954_at	9.070944211	9.215636422
7955_at	5.443453257	7.280447924
7956_at	7.577851185	5.776240266
7957_at	5.237662512	5.469348959
7958_at	3.236832723	3.136184226
7959_at	7.847896904	5.517777268
7960_i_at	11.02393475	5.243552397
7961_f_at	9.684860091	4.180581651
7962_s_at	12.13853694	8.977703233
7963_at	4.419741953	4.183996698
7964_at	4.516991315	6.541672487
7965_at	5.309969107	5.820866741
7966_at	4.161791251	4.051131238
7967_at	8.192976695	5.629311277
7968_at	5.38670913	6.019756391
7969_at	3.469030031	3.306824713
7970_at	10.18387218	9.585242547
7971_at	5.806700791	3.510223067
7972_at	8.923121826	8.153394604
7973_at	8.339818862	11.75488023
7974_at	5.650453505	8.871189907
7975_at	9.036054844	8.026868459
7976_at	3.738464134	3.183939016
7977_at	8.714021616	5.99253489
7978_at	11.25838954	7.684197809
7979_at	7.92849968	8.403385651
7980_at	6.43715959	6.459677206
7981_at	11.23931934	8.714997543
7982_at	6.472359381	8.014977312
7983_at	10.01916882	10.81292252
7984_s_at	12.65121523	10.76415904
7985_at	4.757837986	5.714750539
7986_at	10.07672101	10.3861688
7987_at	8.391379716	6.435469616
7988_at	3.249419785	2.904141315
7989_at	7.751532452	7.965171167
7990_at	6.999035921	8.030078713
7991_at	6.434640218	6.525384869
7992_at	10.35378623	8.790966004
7993_at	4.542974399	4.79387365
7994_at	3.26876745	3.271872605
7995_at	5.298845802	5.116340879
7996_at	3.597858683	2.823674942
7997_at	8.343418362	8.59542151
7998_at	5.773014937	6.423608993
7999_at	7.996240366	9.397115053
8000_i_at	11.19560858	7.684662386
8001_at	3.384114202	4.211796922
8002_at	5.833150158	6.220287667
8003_at	6.443555338	6.750286483
8004_at	8.357564738	6.038528018
8005_at	9.305550303	6.418889949
8006_at	7.547127016	5.665524421
8007_at	7.628611914	5.343474462
8008_at	4.14767962	3.976828807
8009_at	5.556055126	5.817983163
8010_i_at	9.714264002	10.2241485
8011_at	10.30769003	7.912393451
8012_at	7.458092133	5.304736408
8013_at	9.933755108	7.614122239
8014_at	5.145560224	4.648645614
8015_at	8.635058403	5.955457332
8016_at	5.208822883	5.10032132
8017_at	8.693943062	9.802908256
8018_i_at	6.134161469	4.923621913
8019_s_at	8.707855843	6.889606857
8020_s_at	5.994777893	4.277270983
8021_at	4.584060527	5.739492363
8022_at	9.184466391	4.369210769
8023_at	4.268305688	10.35448809
8024_at	9.7067407	10.04578389
8025_at	6.167363059	7.530646359
8026_at	4.104544944	4.64720879
8027_at	7.216734273	7.015320391
8028_at	4.996429632	4.042711859
8029_at	10.29658073	6.985845148
8030_at	7.874671604	10.58140112
8031_at	5.947063308	7.199453351
8032_at	6.837342336	4.596276612
8033_at	8.130587586	8.277225894
8034_at	3.690894307	3.282138974
8035_at	8.306124873	9.253711352
8036_at	4.80121751	4.369608036
8037_at	6.506136157	7.330125165
8038_at	4.028221438	4.439581629
8039_at	4.741820792	4.139855256
8040_at	5.833996181	5.484523732
8041_at	5.565490984	5.130995648
8042_at	5.246631363	5.40258868
8043_at	3.730362797	3.737158392
8044_at	7.619356156	6.020503823
8045_at	5.527809578	7.504497464
8046_at	3.555591604	4.228752962
8047_at	5.626741829	7.02401853
8048_at	10.17140163	5.64402852
8049_at	3.204002472	3.588029586
8050_at	2.933000732	2.973886457
8051_i_at	2.598263874	2.656081971
8052_r_at	3.520817323	2.991509542
8053_at	6.255199917	7.78415548
8054_at	6.63581497	5.1714336
8055_i_at	3.124891207	2.903322571
8056_at	8.36307659	10.51921575
8057_i_at	3.131620619	3.030697138
8058_r_at	4.942951652	5.033249447
8059_at	5.864554042	4.899390801
8060_at	7.929344715	7.893863844
8061_at	6.65554604	9.214517607
8062_at	9.993440049	9.040637233
8063_at	6.902004779	6.329727304
8064_at	5.849103572	7.388698662
8065_at	3.281158742	4.324589892
8066_at	5.975768364	7.924825777
8067_i_at	6.859713472	8.130981357
8068_at	3.217350055	3.769188588
8069_at	5.341196061	6.28240362
8070_at	3.334394696	3.681530972
8071_f_at	2.753946535	2.886918181
8072_i_at	2.791901242	3.048899454
8073_f_at	3.779481839	3.427565361
8074_s_at	5.16543756	5.678767801
8075_s_at	4.39974621	5.308857445
8076_at	3.121852463	3.119313038
8077_at	2.745393874	2.875183297
8078_at	3.09586561	3.122664347
8079_s_at	3.198895299	3.327206331
8080_at	3.308784249	3.145456433
8081_at	3.622531021	2.963142197
8082_at	4.528938798	3.964215677
8083_at	2.958144727	2.745650853
8084_at	5.573658426	5.961140148
8085_at	5.16173676	7.634379011
8086_at	3.362051983	3.13999196
8087_at	3.911119326	4.203003197
8088_i_at	3.123580466	3.261787572
8089_at	7.482494871	8.212822615
8090_at	4.154109149	4.798826653
8091_at	3.898840355	6.40860691
8092_i_at	9.727696691	5.094473039
8093_r_at	8.45884508	4.489049159
8094_f_at	9.739520992	4.651225057
8095_at	3.933316674	3.332145362
8096_at	5.550622996	7.587846548
8097_i_at	2.665870054	2.84530858
8098_at	3.115404257	3.272018127
8099_at	3.003417124	2.923466429
8100_at	3.145038263	2.99074725
8101_at	3.75308035	3.245126494
8102_at	8.255166254	6.756618887
8103_at	2.775491876	2.546694368
8104_at	7.167137202	6.702791255
8105_at	2.982382036	2.847182221
8106_at	7.723607352	6.829349324
8107_at	4.384603532	4.375329347
8108_at	3.572009659	3.700995878
8109_at	3.33230923	3.8322414
8110_at	3.34206825	3.45505992
8111_g_at	5.143329482	5.390986302
8112_at	6.710522728	9.242223593
8113_at	3.960592875	3.700394257
8114_i_at	4.075743142	3.863294782
8115_f_at	8.617424685	6.757945246
8116_f_at	5.93978535	6.282856631
8117_i_at	3.236872379	2.67929801
8118_i_at	4.69353161	3.61157734
8119_f_at	4.414378006	4.290923618
8120_at	7.823622269	7.724900975
8121_at	6.495927677	4.059082701
8122_at	2.883613688	4.500850594
8123_at	4.505065142	3.841764358
8124_at	9.448018731	9.318907635
8125_at	7.034897412	5.151895279
8126_at	2.672337269	3.34031935
8127_at	5.268697342	5.874971469
8128_at	3.274545312	4.265859303
8129_at	5.500287822	8.059487093
8130_at	4.324190593	7.041085115
8131_at	5.447160635	5.286472196
8132_at	5.847748271	6.1549593
8133_at	4.733794711	4.875006711
8134_at	3.27055193	4.116676927
8135_at	4.282806613	5.271497968
8136_at	5.913212967	6.337551637
8137_at	11.25384875	9.762382466
8138_at	2.829970767	2.672163606
8139_at	7.849116099	7.027586788
8140_at	3.929232265	4.516237967
8141_at	2.732466012	3.368879798
8142_s_at	6.880190031	5.854859841
8143_at	7.27092292	6.681312775
8144_g_at	9.422628475	8.822903868
8145_s_at	7.037607661	7.444448812
8146_at	4.667783139	4.949441276
8147_s_at	3.055236978	6.63410104
8148_at	4.432642997	4.369048518
8149_at	6.226314202	5.982302847
8150_s_at	3.869336103	3.518556133
8151_s_at	6.641111718	4.658383744
8152_f_at	3.105014083	2.434394759
8153_at	2.757098983	3.163006563
8154_at	4.331989855	4.453926468
8155_at	3.161142344	3.023271896
8156_g_at	3.040687689	3.190520863
8157_at	3.766217938	3.062221155
8158_g_at	5.467666542	5.394933588
8159_at	4.064167137	4.097220374
8160_at	4.533054286	4.583015829
8161_at	9.252851877	9.095609168
8162_at	5.132084507	5.953939078
8163_at	4.355256818	4.047345875
8164_at	3.389882854	3.425658646
8165_at	3.428701348	3.360736023
8166_at	7.16374698	6.603058592
8167_at	4.618165647	4.714812801
8168_at	12.48559399	10.15442351
8169_at	9.468712011	8.55009741
8170_at	5.460323033	5.018862958
8171_at	5.027312421	5.957249823
8172_at	5.337772864	5.224977176
8173_at	8.692389535	8.065714117
8174_at	11.04416375	9.91209728
8175_at	4.733747227	4.542053201
8176_at	5.005487831	7.195155706
8177_at	3.959095612	7.454067228
8178_at	3.869301155	4.537502412
8179_at	7.205243473	7.379570152
8180_at	4.463031764	5.050771454
8181_at	8.227682864	5.190038644
8182_at	7.922931726	7.831413919
8183_at	4.139322272	3.686915481
8184_at	8.967478896	4.124833248
8185_at	9.910844541	7.25379325
8186_at	8.315568699	5.630124487
8187_at	6.956567464	6.729661843
8188_at	7.264222252	7.877497196
8189_at	4.177783461	4.039926566
8190_at	4.167494264	4.103844802
8191_at	4.916019745	5.522250387
8192_at	7.636558954	9.515998763
8193_at	4.570289152	4.951059252
8194_at	4.73470948	4.394915981
8195_at	2.824848893	2.81097914
8196_at	5.661374435	5.839488895
8197_at	4.491453272	4.691002362
8198_at	5.3543459	6.030791637
8199_at	8.146267855	8.24112737
8200_at	5.60120668	5.692126466
8201_at	7.999136891	8.684377186
8202_at	6.171624932	6.285088248
8203_at	7.870968559	5.021547329
8204_at	8.490354615	8.099975109
8205_at	9.532807697	7.171232491
8206_at	8.195921882	9.071342409
8207_at	6.575309033	8.852443244
8208_at	5.383250931	10.21438609
8209_at	6.348133736	6.939900653
8210_at	7.134208401	8.089135615
8211_at	5.169526318	7.998633045
8212_at	7.98171531	7.990845585
8213_at	9.573245682	8.442640447
8214_at	5.502305026	8.318729767
8215_at	4.65280302	5.100655068
8216_at	8.454153494	8.518715656
8217_at	10.3416865	10.14546683
8218_at	8.104036836	8.328156943
8219_at	5.154561224	5.786166212
8220_at	3.711844084	4.764943106
8221_at	5.186602741	5.313881554
8222_at	10.04084916	11.13338607
8223_at	4.322684236	6.001504987
8224_at	5.540173718	6.853659708
8225_at	10.40220139	9.125802422
8226_at	6.512549272	7.059758758
8227_at	6.984467632	6.307370261
8228_at	10.23052974	7.793356088
8229_at	8.554589513	9.347708957
8230_at	4.668732944	6.115618234
8231_at	9.569985904	11.43331958
8232_at	6.872807889	6.967874859
8233_g_at	6.763844362	7.520905374
8234_at	3.980353962	4.549330675
8235_at	5.717089106	5.041842761
8236_at	10.5673785	10.9007326
8237_at	11.65308424	11.95853942
8238_at	6.055570431	6.493673316
8239_at	6.516163287	5.66185003
8240_at	8.091121983	7.663830495
8241_at	9.882270978	12.14361269
8242_at	7.745689694	6.27212103
8243_at	5.822285415	4.31205379
8244_i_at	11.70773888	9.250369035
8245_r_at	7.977429608	5.039702195
8246_s_at	12.81448969	9.673815493
8247_at	11.61259162	8.12962299
8248_at	9.492435981	9.223313589
8249_at	4.248157995	4.106272599
8250_at	3.706577143	3.223585866
8251_at	4.391836468	3.771081445
8252_at	10.73812214	8.401507152
8253_at	6.700794278	5.010418289
8254_at	6.797263198	6.214150969
8255_at	5.680583523	3.409056565
8256_at	7.342997117	5.429055219
8257_at	8.519152163	5.383605975
8258_at	4.384638662	3.817681128
8259_at	9.554338853	7.334848267
8260_at	3.32565452	3.699484941
8261_at	10.01492526	10.77934753
